,category,text,predicted_category
890,business,fuel price remain largely unchanged cost litre petrol diesel remained largely unchanged since last month cost litre petrol diesel remained largely unchanged since last monththats according aa latest fuel price study show petrol increased slightly 04c current price 1269c per litre diesel 1154 char,name
891,general,85 refugee healthcare worker seek new accommodation irish refugee council irc contacted 85 healthcare worker living direct provision looking move irish refugee council irc contacted 85 healthcare worker living direct provision looking move outthe health service executive hse confirmed asylum seeker apply temporary accommodation 8949 char,name
892,tech,website launched help hospital source equipment new website launched ireland connect company organisation may excess stock personal protective equipment ppe hospital healthcare facility around world need new website launched ireland connect company organisation may excess stock personal protective equipment ppe hospital healthcare facility around world need itthe initiative led academi 1449 char,name
893,general,britain got talent live show postponed tv announced britain got talent live show postponed wake covid19 crisis prerecorded audition episode air coming week tv announced britain got talent live show postponed wake covid19 crisis prerecorded audition episode air coming weeksin statement itv said working brilliant production 439 char,name
894,general,metallica stream full slane show metallica streaming entire slane concert june 2019 youtube channel part new move give fan archive concert every week covid19 crisis metallica streaming entire slane concert june 2019 youtube channel part new move give fan archive concert every week covid19 crisisevery monday night 800pm u eastern time metallica promised 692 char,name
895,business,business may close virus redundancy claim employer affected covid19 outbreak could face significant number redundancy claim cost could put many business according informed source employer affected covid19 outbreak could face significant number redundancy claim cost could put many business according informed sourcesin lasttendays thousand worker laid ascompa 3910 char,name
896,finance,insurer agree measure ease covid19 burden insurance industry announced suite measure aimed helping personal business customer difficulty posed covid19 pandemic insurance industry announced suite measure aimed helping personal business customer difficulty posed covid19 pandemicthey include reduction premium business customer reflect reduced level 4902 char,name
897,general,larry david curb enthusiasm going outside seinfeld cocreator star curb enthusiasm larry david encouraged californian curb enthusiasm going outside covid19 crisis seinfeld cocreator star curb enthusiasm larry david encouraged californian curb enthusiasm going outside covid19 crisisthe veteran comedian renowned curmudgeon filmed video tweet issued office 942 char,name
898,general,ronan keating rewrite hit song health message ronan keating rewritten song say nothing emphasise importance physical distancing hygiene coronavirus pandemic accompanying video featuring pregnant wife storm appropriate distance ronan keating rewritten song say nothing emphasise importance physical distancing hygiene coronavirus pandemic accompanying video featuring pregnant wife storm appropriate distancein v 775 char,name
899,science,minnesota doctor engaged fdaapproved hydroxychloroquine trial lack volunteer dr david boulware one first doctor receive approval food drug administration conduct pair clinical trial hydroxychloroquine minnesota doctor calling healthcare worker people tested positive covid19 showing early symptom infection participate two first trial malaria drug hydroxychloroquine treat coronavirus patientsd 4495 char,name
900,general,coronavirus landlord offer tenant rent break posted gesture twitter calling others morally correct image copyrightpaul bradshawimage caption paul bradshaw pictured wife holly posted gesture twittera landlord given selfemployed tenant fivemonth rent break coronavirus outbreakpaul bradshaw life loughb 2182 char,name
901,general,spotlight kenny mccarthy exit stage left rt soccer correspondent tony odonoghue reflects mick mccarthy magnanimous departure republic ireland post look ahead face new manager stephen kenny last week uefa deferred euro 2020 playoff indefinitely asked question faiif understood fai contractually obliged give stephen kenny top job agreed date 1 august association problem 6310 char,name
902,finance,rihanna give 21m support abuse abuse victim rihanna domestic abuse survivor donated 12m support victim domestic violence affected coronavirus lockdown rihanna domestic abuse survivor donated 21m support victim domestic violence affected coronavirus lockdownthe singer clara lionel foundation given money mayor fund los angeles matching twitter 1564 char,name
903,general,former marseille president dy covid19 former marseille president pape diouf died suffering covid19 club announced former marseille president pape diouf died suffering covid19 club announcedthe club tweeted great sadness olympique de marseille learned death pape diouf pape remain heart marseillai 1473 char,name
904,general,govt employee told work home avoid contact government employee attend normal workplace organisation deem essential work site according latest guideline manager issued department public expenditure reform government employee attend normal workplace organisation deem essential work site according latest guideline manager issued department public expenditure reformthe guidelin 1970 char,name
905,general,17 death coronavirus 325 new case seventeen people died covid19 ireland 325 new case diagnosed today seventeen people died covid19 ireland 325new case diagnosed todaythere hasnow 71covid19 related death country with3235confirmed case virusin northern ireland beensix deat 2424 char,name
906,general,abide restriction sake higgins president michael higgins offered deepest sympathy people bereaved coronavirus pandemic appealed everyone abide restriction put place president michael higgins offered deepest sympathy people bereaved coronavirus pandemic across country appealed everyone abide restriction put placehe also thanked behalf 2549 char,name
907,general,shutting shop difficult decision harris minister health said new restriction announced today curb spread covid19 put hundred thousand people job minister health said new restriction announced todayto curb spread covid19will put hundred thousand people jobssimon harris said government take described difficult decision 3406 char,name
908,general,dingle protest prevents fishing trawler landing catch rteie spanishowned trawler forced abandon plan land catch dingle early hour morning due protest local fisherman concern possible transmission covid19 pier spanishowned trawler forced abandon plan land catch dingle early hour morning due protest local fishermenthe fisherman concern possible transmission covid19 pierup 40 protester moun 3074 char,name
909,general,nursing home fear staff shortage testing blitz nursing home set facetheir next covid19 hurdle big one staffing become greater problem private voluntary residential setting nationwide nursing home set facetheir next covid19 hurdle big onestaffing become greater problem private voluntary residential setting nationwidesome nursing home first impacted march employee sou 3991 char,name
910,general,information support people cocooning many people aged 70 struggling cocoon covid19 pandemic here information assistance available people staying home midnight 27 march 12 april everybody must stay home except specific circumstancesin particular people aged 70 andpeople extremely medically vulnerableare remain home venture instead cocoon 4743 char,name
911,general,coronavirus driver get sixmonth emergency mot extension exemption come force 30 march mean vehicle due mot must take image copyrightgetty imagesimage caption mot test suspended tuesday sign cracking detected liftsmotorists worried getting mot coronavirus crisis handed sixmonth reprievethe government 3159 char,name
912,general,travel covid19 restriction madness infectious disease consultant said absolutely ridiculous people even considering leaving principal place residence go holiday home weekend infectious disease consultanthas said absolutely ridiculous people even considering leaving principalplace residence go holiday home weekendprof paddy mallon said critical stage country ho 3762 char,name
913,tech,apple launch covid19 screening website today apple launched coronavirus screening site applecomcovid19 developed alongside white house cdc fema site pretty simple basic information best practice safety tip alongside basic screening tool today apple launched coronavirus screening site applecomcovid19 io app developed alongside white house cdc femathe site pretty simple basic information best practice safety tip alongside basic screening tool 1255 char,name
914,general,compete startup battlefield launch disrupt sf 2020 earlystage founder dont miss chance follow footstep tech giant know covid19 created challenge startup founder fear disrupt sf still proceeding scheduled disrupt digital pas virtual option launch earlystage founder dont miss chance follow footstep tech giant know covid19 created challenge startup founder fear disrupt sf still proceeding scheduled disrupt digital pas virtual option launch yo 3067 char,name
915,tech,facebook add new care emoji reaction main app messenger lot u continue stay indoors facebook become goto platform many people check friend family neighbour current coronavirus pandemic today give u another way showing support presence lot u continue stay indoors facebook become goto platform many people check friend family neighbour current coronavirus pandemic today give u another way showing support presence 2691 char,name
916,tech,uk national health service launch 500000 covid19 tech competition fund concentrate tech initiative help people mental health support social care need support may affected consequence remaining housebound long period time competition innovation arm uk national health service nhsx launched 500000 funding competition innovator startup find digital way support people need coronavirus outbreak fund concentrate tech initiati 3412 char,name
917,tech,uk tech industry form code4covidorg fight coronavirus crisis coalition grassroots uk tech initiative come together coordinate key group tech industry people supporting uk response coronavirus covid19 tech response ctr aim coordinate supply available tech talent work coalition grassroots uk tech initiative come together coordinate key group tech industry people supporting uk response coronaviruscovid19 tech response ctr aim coordinate supply available tech talent work 3943 char,name
918,general,amazon warehouse worker walking whole food worker striking amazon ecommerce giant fared well financially amid covid19 pandemic facing bevy worker strike today warehouse worker staten island new york walked job protest amazon treatment amid crisis breaking amazon ecommerce giant fared well financially amid covid19 pandemic facing bevy worker strike today warehouse worker staten island new york walked job protest amazon treatment amid crisishttpspl 3152 char,name
919,tech,facebookcare facebook417care messenger rolling pulsating heart reaction today people show extra love care friend familyto update reaction press hold heart reaction view new one change back press hold ne 90 char,name
920,general,pricecom pricecoma targetblank hrefhttpblogpricecom20200406pricecomintroducesrealtimestockstatusofessentialcovid19supplies relnoopenerprice technologiesacovid19 pricecomprice technologiescovid19price technologies2016pricecompaypal2019honeycrunchbasepricecom500 startupsdave mcclureplug play venturessocial capitalventuresouq kirsten korosecmizoguchi,name
921,general,coronavirus scotland dr gregor smith deputy chief medical officer lead country team leading clinician battling covid19 image copyrightrealistic medicineimage caption dr gregor smith scotland deputy chief medical officer since 2015on saturday morning dr gregor smith shared picture soldier carrying donkey minefieldthe image apparently taken 4072 char,name
922,tech,uk tech industry form code4covidorg fight coronavirus crisis coalition grassroots uk tech initiative come together coordinate key group tech industry people supporting uk response coronavirus covid19 tech response ctr aim coordinate supply available tech talent work coalition grassroots uk tech initiative come together coordinate key group tech industry people supporting uk response coronaviruscovid19 tech response ctr aim coordinate supply available tech talent work 3943 char,name
923,tech,new jersey launch online portal give resident accurate answer covid19 fake news novel coronavirus disease rampant problem across social timeline think misinformation treatment symptom anecdote tainted racism xenophobia scientist health professional still scrambling fi fake news novel coronavirus disease rampant problem across social timeline think misinformation treatment symptom anecdote tainted racism xenophobiaas scientist health professional still scrambling f 2560 char,name
924,tech,smartphone sale realme narzo launch delayed new mha order online sale smartphones electronics start may 3rd mha clearly rewritten guideline clarify matter sale smartphones electronic item remain prohibited may 3rd per latest new directive ministry home affair mha came sunday new order come mha eased restriction ecommerce portal allowi 1312 char,name
925,tech,tech need new leader disrupted time world experiencing disruption extreme form current adversity world experiencing disruption extreme form every part life impacted one immune technology ever play major role pandemic also raising question ki 4231 char,name
926,general,reliance jio announces work home pack ease home internet woe reliance jio launched new work home tariff plan office goer reliance jio launched new work home tariff plan office goer handling work home amidst ongoing covid19 outbreak around globe people india recently started staying home prevent spr 1329 char,name
927,tech,malicious website could put computer risk u uk security official compiled database malicious coronavirusrelated website email address recent surge coronavirusbased cybercrime gotten serious security official u uk issued joint advisory warning theyre currently tracking 2500 coronavirusthemed threatsthe uk national cyber security centr 1891 char,name
928,tech,guide password security national lockdown employee optimising password protect company data national lockdown meant thousand people uk staying home work rather venture office uptick also mean many business could considering whether distributed working practice may take hold much 4309 char,name
929,tech,chrome extension help protect worst online threat check point released new chrome extension help user safely browse web work online securely check point launched new extension google chrome called zonealarm web secure free provides user free protection phishing attack malicious downloads dangerous websitesthe new solution advanced google chrome extension 2114 char,name
930,general,coronavirus briefing question testing pledge grim global statistic morning briefing friday 3 april 2020 want get briefing email sign hereimage copyrightpa mediatesting timeshealth secretary matt hancock pledge ensure 100000 people day tested coronavirus end month might sounded significant 5286 char,name
931,tech,telco uae dont favour opening whatsapp facetime amid covid19 blocking voip apps protect revenue voice especially lucrative segment international call roaming analyst say resident uae urging telecom operator ease restriction free video voice call internet voip whatsapp facebook messenger skype apple facetime due coronavirus outbreakeven though telecom 3822 char,name
932,tech,beginner guide password security employee optimizing password protect company data national lockdown meant thousand people uk staying home work rather venture office uptick also mean many business could considering whether distributed working practice may take hold much 4162 char,name
933,general,ir35 delay clarity needed britain entrepreneur contractor everything need know ir35 couple month ago seemed almost certain muchdebated change ir35 would come force government seemed adamant would backtracking advent unprecedented pandemic forced 5890 char,name
934,general,meet eric yuan man made zoom meeting possible globe mail meet eric yuan man made zoom meeting possible globe mail zoom ceo company learn way work ctv news zoom user take heed prevent uninvited guest meeting room chrome unboxed zoom video conferencing app zoom ceo eric yuan attends opening bell nasdaq company hold ipo new york april 18 2019mark lennihanthe associated pressif hadnt already heard zoom video communication decent chance youve made acquai 3803 char,name
935,general,u warship destroyed threaten iran gulf revolutionary guard chief say globe mail ollius warship destroyed threaten iran gulf revolutionary guard chief saysthe globe maillilitrump tweet he ordered navy destroy iranian gunboatsctv newslilial jazeera question trump iran military nov 2 2019 file photo chief iran revolutionary guard gen hossein salami speaks tehran iranthe associated pressiran destroy u warship security threatened gulf head iran elite revolutionary guard 3029 char,name
936,general,iowa voter get absentee ballot request form every registered voter iowa sent absentee ballot request form ahead state june 2 primary iowa secretary state office announced tuesday every registered voter iowa sent absentee ballot request form ahead state june 2 primary iowa secretary state office announced tuesdaymy office mailing absentee ballot request form every registered voter io 1213 char,name
937,general,four season house new york city medical personnel four season hotel manhattan provide free room medical personnel responding coronavirus pandemic gov andrew cuomo dny said wednesday cuomo said first four season hotel manhattan provide free room medical personnel responding coronavirus pandemic gov andrew cuomo dny said wednesdaycuomo said first many hotel hope offer room healthcare worker 1442 char,name
938,general,lululemon apologizes fire art director bat fried rice shirt athleticwear company lululemon issued apology afterits art director shared post bat fried rice shirt design criticizedas racist athleticwear company lululemon issued apology afterits art director shared post bat fried rice shirt design criticizedas racisttrevor fleming senior global art director lululemon shared link sunday via 2128 char,name
939,general,maxine water unleashes trump covid19 response stop congratulating youre failure rep maxine water dcalif tore president trump monday administration response coronavirus pandemic calling incompetent idiot series fiery tweet twitter telling rep maxine watersmaxine moore watersdemocrats eye additional relief check coronaviruslawmakers shame exwells fargo director failing reboot bankthe hill morning report biden delivers another devastating blow sandersmore dcalif tore 5482 char,name
940,business,coronavirus business adapting life lockdown uk company tell bbc changed order survive coronavirus lockdown image copyrightandrei lussmannimage caption andrei lussmann owns chain six restaurant across south englanda restaurant kitchen completely different production kitchen never delivered unit food andrei lussmann say 7371 char,name
941,general,new jersey report nearly 2500 new coronavirus case one day new jersey gov phil murphy announced total 6800 case covid19 state thursday marking uptick 2492 case since wednesday new jersey gov phil murphy announceda total more6800 case covid19 state thursday marking uptick 2492 case since wednesdayweve received 2492 new positivecovid19test result since yesterday bringing statewide tot 2204 char,name
942,finance,california gov newsom major bank agree 90day mortgage grace period california gov gavin newsom announced wednesday major bank agreed give 90day grace period mortgage payment stateduring wednesday briefing newsom said 200 bank inclu california gov gavin newsomgavin christopher newsomhillicon valley facebook report huge spike usage pandemic democrat push mailin voting fund coronavirus stimulus trump delay deadline acquire real iddeath child coronavir 1851 char,name
943,general,california governor report total 6932 coronavirus case expects number rise california gov gavin newsom reported total 6932 confirmed coronavirus case state tuesday said expects number rise california governor said 1617 california gov gavin newsomgavin christopher newsomovernight health care state order resident stay home trump look sell public coronavirus response judge block ohio texas abortion ban dems eye infrastructure next relief billc 2007 char,name
944,general,kentucky warns fake coronavirus testing site report kentucky official warning resident fake coronavirus testing site louisville area according kentucky official warning resident fake coronavirus testing site louisville area according louisville courierjournalmedical marketing company offering coronavirus test including one promise result 24 hour char 1209 char,name
945,general,maryland report 1158 new case coronavirus one day maryland reported 1158 new covid19 case wednesday bringing state total pandemic 5529 state health department also reported 21 additional death last 24 hour maryland reported 1158 new covid19 case wednesday bringing state total pandemic 5529the state health department also reported 21 additional death last 24 hour bringing total fatality coronavirus 124 fata 873 char,name
946,general,virginia governor asks general assembly move may election november virginia gov ralph northam wednesday asked state general assembly move commonwealth may general election nov 3 mitigate spread coronavirus virginia gov ralph northam wednesday asked state general assembly move commonwealth may general election nov 3 mitigate spread coronavirusthe governor announcement come day wisconsin heldits primary elec 1307 char,name
947,general,medium get lower mark trump coronavirus medium get lower mark performance president trump regarding handling coronavirus pandemic according new poll monmouth universitythe poll released monday afternoon show 50 pe medium get lower mark performance president trumpdonald john trumpmnuchin schumer brief trump expect coronavirus stimulus deal tuesdayus airline drafting plan potential shutdown reportwhite house hit cnn msnbc cutting away 1382 char,name
948,general,king jordan coronavirus outbreak seems weve got thing control king jordan said sunday number coronavirus case country within capability hospitalshe credited implementation quarantine random targeted coronavirus testing king jordan said sunday number coronavirus case country within capability hospitalshe credited implementation quarantine random targeted coronavirus testing forkeeping number case downthe ca 1300 char,name
949,finance,twitter donating 1m journalism nonprofit amid coronavirus crisis twitter announced tuesday donating 1 million journalism nonprofit support reporter ongoing coronavirus pandemicthe social medium network twitter announced tuesday donating 1 million journalism nonprofit support reporter ongoing coronavirus pandemicthe social medium network wrote statement would distribute fund evenly thecommittee 2509 char,name
950,general,coronavirus morning update care home death remain focus five thing need know coronavirus outbreak morning five thing need know coronavirus outbreak sunday well another update monday morning1 care home death could far higher official figuresnew data suggests number uk care home resident died 3369 char,name
951,general,nurse protest white house lack protective gear least dozen nurse tuesday protested outside white house demanding administration take action acquire personal protective equipment ppe reading aloud name 50 nurse died least dozen nurse tuesday protested outside white house demanding administration take action acquire personal protective equipment ppe reading aloud name 50 nurse died coronaviruswe co 1778 char,name
952,general,newsom number california coronavirus patient icu quadrupled past week california gov gavin newsom say state seen hospitalization surge result coronavirusat press briefing wednesday newsom said number coronavirus case icu jumped 7 california gov gavin newsomgavin christopher newsombiden lead trump 6 point national polltesla offer ventilator free cost hospital musk sayscalifornia governor report total 6932 coronavirus case expects number risemore say 1548 char,name
953,general,fda issue emergencyuse authorization antimalaria drug amid coronavirus outbreak food drug administration sunday fda issued emergencyuse authorization pair antimalaria drug health official work combat rapid spread novel coronavirusthe health hu food drug administration sunday fda issued emergencyuse authorization pair antimalaria drug health official work combat rapid spread novel coronavirusthe health human service department hhs said st 2641 char,name
954,general,georgia urged suspend jim crowera mask law georgia gov brian kemp r urged suspend law wearing mask public initially passed crack ku klux klan allow georgian protect coronavirus georgia gov brian kemp r urged suspend law wearing mask public initially passed crack ku klux klan allow georgian protect coronavirusthe 1951 law make misdemeanor w 1960 char,name
955,general,wisconsin experience long line limited voting location amid pandemic long voting line reported wisconsin day state supreme court blocked gov tony evers canceling inperson voting state primary tuesday amid coronavirus pandemicevery long voting line reported wisconsin day state supreme court blockedgov tony evers canceling inperson voting state primary tuesday amid coronavirus pandemicevery state territory scheduled h 2291 char,name
956,general,nj gov murphy asks dhs extend daca work permit amid pandemic new jersey gov phil murphy friday asked department homeland security dhs extend work permit beneficiary deferred action childhood arrival daca program amid coronavirus pandemic new jersey gov phil murphy friday asked department homeland security dhs extend work permit beneficiary deferred action childhood arrival daca program amid coronavirus pandemicthose protected deportation u 2246 char,name
957,general,coronavirus watch new jersey add almost 10000 case three day new jersey reported close 10000 confirmed case coronavirus three day according health data compiled state websitethe state reported 3326 new case april 7 3021 new case new jersey reported close 10000 confirmed case coronavirus three day according health data compiled state websitethe state reported 3326 new case april 7 3021 new case april 8 3590 case april 9 fr 2271 char,name
958,general,federal inmate confined cell two week amid coronavirus outbreak federal prison inmate confined cell quarter next two week part effort stem spread coronavirus federal bureau prison federal prison inmate confined cell quarter next two week part effort stem spread coronavirus federal bureau prison annonced tuesdaytheagency said press release decision came 2635 char,name
959,general,california see first decrease coronavirus icu hospitalization california experienced first decrease coronavirus intensive care unit icu hospitalization gov gavin newsom said thursdaythe number patient icu dropped 19 percent wed california experienced first decrease coronavirus intensive care unit icu hospitalization gov gavin newsomgavin christopher newsomovernight health care trump step attack fauci say death could lower first projected house p 2462 char,name
960,general,mumsnet launch subscription plea squeakybum time parent platform adapt survive ad revenue decline image caption mumsnet founder justine robert said platform hit steep decline ad revenuemumsnet uk biggest parent platform launched subscription service following steep decline ad revenuethe 499 monthly fee 3115 char,name
961,general,laurence tribe roasted advocating herd immunity coronavirus go first harvard law school professor laurence tribe faced blowback social medium friday advocating large portion population need exposed die coronavirus order put end cr harvard law school professor laurence tribe faced blowback social medium friday advocating large portion population need exposed die coronavirus order put end crisisbecause late contain c 1860 char,name
962,general,california see deadliest day since beginning coronavirus outbreak california reported 115 death due coronavirus wednesday marking deadliest 24hour period since start pandemic state california reported 115 death due coronavirus wednesday marking deadliest 24hour period since start pandemic stateyesterday deadliest day virus stateone hundred fifteenhuman being lost liv 1530 char,name
963,general,connecticut confirms death 6weekold baby linked coronavirus connecticut gov ned lamont wednesday confirmed 6weekold baby died complication related novel coronavirus marking state first pediatric death attributed disease connecticut gov ned lamont wednesday confirmed 6weekold baby diedfrom complication related novel coronavirus marking state first pediatric death attributed diseaselamont said official believe state fatali 1364 char,name
964,general,white house hit cnn msnbc cutting away coronavirus briefing white house hit cnn msnbc cutting away monday evening coronavirus briefing president trump administration white house spokesman judd deere called pretty disgraceful white house hit cnn msnbc cutting away monday evening coronavirus briefing president trumpdonald john trumpblame game heat senate motion failstrump approves disaster declaration coronavirus california studying persist 1709 char,name
965,general,hogan commits producing racial breakdown coronavirus case maryland gov larry hogan r committed producing coronavirus data broken race ethnicity soon week call grow number face report covid19 taking disproportionall maryland gov larry hogan r committed producing coronavirus data broken race ethnicity soon week call grow number face report covid19 taking disproportionally large toll black latino commu 1418 char,name
966,general,hhs secretary face heat naming aide little public health experience lead covid19 response report trump administration fire investigation revealed top health human service hhs official overseeing department daytoday coronavirus response little public health experience trump administration fire investigation revealed top health human service hhs official overseeing department daytoday coronavirus response little public health experience previously worked dog breeder 2811 char,name
967,business,oklahoma allow business reopen friday oklahoma allow business reopen starting friday step towardbouying economy governor announced wednesdaygov kevin stitt r said oklahoma allow business reopen starting friday step towardbouying economy governor announced wednesdaygov kevin stitt r said press conference hair salon barber shop spa nail salon pet groomers b 2537 char,name
968,general,melania trump urge american wear face covering public first lady melania trump encouraging american wear face mask help prevent spread novel coronavirus center disease control prevention cdc first lady melania trumpmelania trumptrump test negative coronavirusmelania trump speaks canada first lady following coronavirus recoveryuk prime minister boris johnson test positive coronavirusmore encouraging american wear 2670 char,name
969,general,michigan governor may appropriate open business pose little risk michigan gov gretchen whitmer thursday said open reopening business state pose little risk spreading coronavirusits appropriate keep assessment michigan gov gretchen whitmer thursday said open reopening business state pose little risk spreading coronavirusits appropriate keep assessment may announcement coming 2127 char,name
970,general,coronavirus reading doctor death blamed lack ppe dr peter tun family say might lived proper protective mask image copyrightfamily handoutimage caption dr peter tun worked royal berkshire hospital reading 21 yearsthe family doctor thought died covid19 blamed death lack protective equipment dr peter tun died 1884 char,name
971,general,california report highest oneday rise coronavirus case california reported 2318 new coronavirus case monday marking highest oneday jump state seenon tuesday california department public health reported total 30978 confirmed ca california reported 2318 new coronavirus case monday marking highest oneday jump state seenon tuesday california department public health reported total 30978 confirmed case 1208 death number confirmed case 1825 char,name
972,general,romney slam mormon family gathering airport pick missionary sen mitt romney rutah slammed group mormon family gathered salt lake city airport weekend welcome home group missionary facebook post monday calling irresponsible sen mitt romneywillard mitt mitt romneycoronavirus stimulus talk hit setback crisis deepensrand paul coronavirus diagnosis sends shockwaves senatetrump hearing romney selfquarantine gee thats badmore rutah slammed g 1889 char,name
973,general,new jersey move primary election july new jersey gov phil murphy announced wednesday signing executive order move state primary election june 2 july 7murphy said hope postponement could allow improve new jersey gov phil murphy announced wednesday signing executive order move state primary election june 2 july 7murphy said hope postponement could allow improvement could make inperson voting safe 2294 char,name
974,tech,fda approves mask sterilization technology promoted trump food drug administration fda approved sterilization system capability decontaminating desperately needed respirator mask 20 time president trump ohio gov mike dewine r promoted food drug administration fda approved sterilization system capability decontaminating desperately needed respirator mask 20 timespresident trump ohio gov mike dewine r promoted thebattelle decontamination 3203 char,name
975,tech,conspiracy theorist claim 5g linked coronavirus believed burn cell tower europe conspiracy theorist europe uk allegedly set fire several 5g tower recent week erroneously believing mobile network connected coronavirus pandemicbritain reported conspiracy theorist europe uk allegedly set fire several 5g tower recent week erroneously believing mobile network connected coronavirus pandemicbritain reported 50 fire targeting tower 5g equi 1648 char,name
976,general,pentagon order military base stop releasing specific covid19 number pentagon ordered military base combatant command withhold coronavirus case number citing operational security concernsas continue grapple novel nature covid19 constant pentagon ordered military base combatant command withhold coronavirus case number citing operational security concernsas continue grapple novel nature covid19 constantly assessing adapting 1964 char,name
977,general,msnbcs chris hayes ripped suggesting initial death toll projection inflated trump victory lap msnbcs chris hayes ripped social medium suggesting white house coronavirus task force team rolled model showing 100k death knew would le president trump could take vi msnbcs chris hayes ripped social medium suggesting thewhite house coronavirus task force team rolled model showing 100k death knew would le president trumpdonald john trumpsenators demand detail tru 4301 char,name
978,general,schiff unveils bill create coronavirus commission review u response house intelligence committee chairman adam schiff dcalif friday introduced legislation would establish commission review u response coronavirus pandemicschiff said would house intelligence committee chairman adam schiffadam bennett schiffhillicon valley schiff press intel chief staff change warren offer plan secure election twitter jack dorsey donate b coronavirus fight whatsapp take step counte 4779 char,name
979,general,iranian president u could lift sanction want help iranian president hassan rouhani said monday u lift sanction tehran want help nation coronavirus outbreakamerican leader lying want help iran al iranian president hassan rouhani said monday u lift sanction tehran want help nation coronavirus outbreakamerican leader lying want help iran need lift sanction 1316 char,name
980,general,coronavirus minute silence amged elhawrani amged elhawrani died leicester saturday contracting coronavirus image copyrightuhdbimage caption amged elhawranis family said loving muchloved husband son father brother frienda minute silence held memory consultant one first senior medic uk die af 2300 char,name
981,science,fda commissioner warns public taking form chloroquine unless prescribed dr stephen hahn commissioner food drug administration fda urging public take form chloroquine unless prescribed health care provider dr stephen hahn commissioner food drug administration fda urging public take form chloroquine unless prescribed health care providerhahns comment come man recently diedfrom consuming chloroquine phosphate 3768 char,name
982,finance,china donate additional 30m following u halt funding china thursday announced planning donate 30 million additional funding world health organization fight covid19 shortly trump administration suspended contr china thursday announced planning donate 30 million additional funding world health organization fight covid19 shortly trump administration suspended contribution criticismsof global 1653 char,name
983,general,un climate talk postponed due coronavirus upcoming united nation summit climate change postponed world battle spread coronavirus chief organizer said wednesdayalok sharma united kingdom secretary state intern upcoming united nation summit climate change postponedthe world battle spread coronavirus chief organizer said wednesdayalok sharma united kingdom secretary state international development andpresidentdesig 1435 char,name
984,general,united delta provide free flight healthcare worker traveling nj battle covid19 united delta airline offer free flight health care worker traveling new jersey treat coronavirus patient gov phil murphy announced tuesdaythe airline transport volunteer previously vetted new united delta airline offer free flight health care worker traveling new jersey treat coronavirus patient gov phil murphy announced tuesdaythe airline transport volunteer previously vetted new jersey newa 2371 char,name
985,general,hill campaign report trump inflames red stateblue state coronavirus divide welcome hill campaign report daily rundown latest news 2020 presidential senate house race someone forward welcome hill campaign report daily rundown latest news 2020 presidential senate house race someone forward youclick subscribewere julia manchester max greenwood jonathan easley here w 8632 char,name
986,general,first coronavirus death reported syria world health organization sunday confirmed syria first coronavirusrelated first death case world health organization sunday confirmed syria first coronavirusrelatedthe first death case covid19 recorded syria according moh resource pictwittercomjafa6vpegj syria whosyria march 29 2020syrias health 510 char,name
987,business,south carolina close nonessential business south carolina gov henry mcmaster r tuesday ordered nonessential business close response coronavirus pandemic closure including theater salon concert venue south carolina gov henry mcmaster r tuesday ordered nonessential business close response coronavirus pandemicthe closure including theater salon concert venue go effect starting wednesday mcmaster announced 771 char,name
988,general,ethiopia declares state emergency due coronavirus ethiopia declared state emergency wednesday coronavirus pandemic prime minister abiy ahmed ali announced decision twitter ethiopia declared state emergency wednesday coronavirus pandemicprime minister abiy ahmed ali announced decision twitterconsidering gravity covid19 government ethiopia enacted state emergency accord 741 char,name
989,general,navy hospital ship deploying monday los angeles navy hospital ship san diego deploying monday los angeles help relieve hospital expected become overburdened coronavirus patient navy announcedin news release u navy 3rd fleet navy hospital ship san diego deploying monday los angeles help relieve hospital expected become overburdened coronavirus patient navy announcedin news release u navy 3rd fleet said usn mercy treat noncoronavi 1892 char,name
990,general,u man dy taking drug touted trump health official warning people selfmedicate common malaria drug image copyrightafp via getty imagesimage caption fda say therapeutic drug currently approved treat cure coronavirusan arizona man died wife critical condition ingested form chloroquine 3653 char,name
991,general,nurse protest white house tuesday national nurse union announced monday member organization would protest white house tuesdayto demand funding mass production personal protective equipment ppe next stimulus pa national nurse union announced monday member organization would protest white house tuesdayto demand funding mass production personal protective equipment ppe next stimulus packagenational nurse united la 1759 char,name
992,general,44 texas springbreakers test positive coronavirus number confirmed case coronavirus group texas student traveled mexico spring break grew 50 percent overnightcnn reported wednesday 44 student group 7 number confirmed coronavirus casesin group university texas student traveled mexico spring break grew 50 percent overnightcnnreported wednesday 44 student group 70studentswho chartered plane 1318 char,name
993,general,pulitzer prize delayed two week due coronavirus pulitzer prize board postponed announcement year award winner order additional time evaluate finalist due ongoing coverage coronavirus pandemic board announced tu pulitzer prize board postponed announcement year award winner order additional time evaluate finalist due ongoing coverage coronavirus pandemic board announced tuesdaywinners prize journalism bo 1520 char,name
994,general,u welcome russian delivery medical supply new york u wednesday night welcomed russian shipment medical supply part effort state department source priority good needed combat coronavirus country u wednesday night welcomed russian shipment medical supply part effort state department source priority good needed combat coronavirus countriesthe russian delivery landed new york included 5457 char,name
